# postcodes.txt
#
# This file is distributed as part of FindMyNearest. It contains
# calculated mean locations for GB postcode areas, districts and
# sectors.
#
# These data are derived from the Ordnance Survey Code Point Open
# data and are made availabe under the Creative Commons 
# Attribution 3.0 licence, see
# http://creativecommons.org/licenses/by/3.0/
#
# Any derivitive work must retain the following attribution
#
# Contains Ordnance Survey data (c) Crown copyright and 
# database right 2010
#
# Contains Royal Mail data (c) Royal Mail copyright and 
# database right 2010
#
# postcode	eastings	northings
GL51 3	392789	220707
GL51 4	392122	218858
GL51 6	391869	221482
GL51 7	392497	222614
GL51 8	393310	222791
GL51 9	393466	224134
GL51	392524	222307
GL52 2	395423	222733
GL52 3	396452	224282
GL52 5	396670	223147
GL52 6	396263	221692
GL52 7	393890	227899
GL52 8	395733	227103
GL52 9	396772	227926
GL52	396100	224236
GL53 0	394421	220330
GL53 7	395093	221266
GL53 8	396598	220328
GL53 9	395702	218554
GL53	395452	220153
GL54 1	418714	225642
GL54 2	416013	220944
GL54 3	411289	215478
GL54 4	403332	216952
GL54 5	403061	227928
GL54	409660	222093
GL55 6	415897	240361
GL55 9	415103	239439
GL55	415894	240358
GL56 0	421583	230519
GL56 9	418554	235023
GL56	420353	232347
GL6 0	384471	199656
GL6 1	384003	205393
GL6 6	385083	208540
GL6 7	389647	206529
GL6 8	389308	203093
GL6 9	386912	200727
GL6	386634	204075
GL7 1	402594	201306
GL7 2	402039	202793
GL7 3	420861	201748
GL7 4	414952	199896
GL7 5	409035	201420
GL7 6	399849	198561
GL7 7	400227	207202
GL7 9	402668	200843
GL7	407040	201474
GL8 0	389109	193112
GL8 8	388185	193742
GL8	388188	193740
GL9 1	379253	184256
GL9	379253	184256
GL	387617	214904
GU1 1	499915	151324
GU1 2	501478	150301
GU1 3	500101	149436
GU1 4	499572	149936
GU1 9	499135	150240
GU1	500190	150315
GU10 1	488388	147944
GU10 2	486222	140581
GU10 3	484486	143777
GU10 4	482606	143664
GU10 5	480048	147515
GU10	484114	144832
GU11 1	486247	150734
GU11 2	487258	152204
GU11 3	486209	149933
GU11 9	486560	150681
GU11	486432	150643
GU12 4	487635	150283
GU12 5	489196	152653
GU12 6	489544	150603
GU12	488714	151097
GU14 0	485474	155237
GU14 4	487141	154355
GU14 6	487475	154125
GU14 7	487132	155367
GU14 8	486469	156812
GU14 9	485020	156831
GU14	486345	155675
GU15 1	489670	160201
GU15 2	487642	159770
GU15 3	487126	160388
GU15 4	488030	161572
GU15 9	486317	159982
GU15	487921	160329
GU16 6	489247	156434
GU16 7	487385	158213
GU16 8	488517	158471
GU16 9	489262	158236
GU16	488744	157552
GU17 0	484328	160143
GU17 9	484804	159009
GU17	484535	159652
GU18 5	493614	161515
GU18	493614	161515
GU19 5	491165	163155
GU19	491165	163155
GU2 4	499190	149031
GU2 7	498047	149730
GU2 8	497670	150696
GU2 9	498389	151838
GU2	498248	150552
GU20 6	493541	164114
GU20	493541	164114
GU21 2	496591	158531
GU21 3	498445	158711
GU21 4	499908	159519
GU21 5	501787	159808
GU21 6	500283	158700
GU21 7	498550	157979
GU21 8	497604	157992
GU21 9	497146	158683
GU21	499080	158946
GU22 0	499240	157047
GU22 2	500693	158694
GU22 7	500760	158301
GU22 8	502847	159066
GU22 9	500971	157029
GU22	501025	158068
GU23 6	504868	156655
GU23 7	502690	155515
GU23	504056	156230
GU24 0	494590	156426
GU24 8	497468	162259
GU24 9	494898	160121
GU24	495732	159890
GU25 4	499421	167873
GU25 9	500073	167905
GU25	499450	167874
GU26 6	487609	135690
GU26	487609	135690
GU27 1	488990	133167
GU27 2	490594	133132
GU27 3	489453	130460
GU27 9	488980	132610
GU27	489607	132156
GU28 0	496507	120087
GU28 8	497743	121731
GU28 9	495495	125158
GU28	496138	122166
GU29 0	487419	121038
GU29 1	488585	121372
GU29 9	488402	121415
GU29	488010	121261
GU3 1	496459	147525
GU3 2	493255	151147
GU3 3	496839	152243
GU3	495879	150672
GU30 7	483859	131324
GU30 9	483908	131317
GU30	483861	131324
GU31 4	475290	123267
GU31 5	478917	121831
GU31	477086	122556
GU32 1	468964	124028
GU32 2	474812	124447
GU32 3	474122	123290
GU32 9	475876	123378
GU32	472565	123791
GU33 6	476810	130294
GU33 7	478399	127491
GU33 9	477730	127640
GU33	477812	128507
GU34 1	471389	139016
GU34 2	472022	139883
GU34 3	471961	133796
GU34 4	473771	141447
GU34 5	466723	136977
GU34 9	471656	139156
GU34	471093	138297
GU35 0	480304	135838
GU35 5	479849	136108
GU35 8	483056	136255
GU35 9	478844	135564
GU35	480746	135900
GU4 7	502323	152139
GU4 8	501276	147459
GU4	501928	150374
GU46 6	481467	160335
GU46 7	481572	161191
GU46	481497	160584
GU47 0	484986	161818
GU47 7	483509	161239
GU47 8	483142	162079
GU47 9	483970	161584
GU47	484182	161801
GU5 0	501477	144735
GU5 9	506837	147026
GU5	503932	145784
GU51 1	480015	155456
GU51 2	482004	155753
GU51 3	481546	154219
GU51 4	480571	154477
GU51 5	480013	153209
GU51 9	481524	154990
GU51	480931	154599
GU52 0	480323	151679
GU52 6	481151	152440
GU52 7	481118	153269
GU52 8	481583	151793
GU52 9	482605	152678
GU52	481112	152429
GU6 7	507376	139638
GU6 8	505059	138567
GU6 9	505844	139077
GU6	506179	139091
GU7 1	497240	143555
GU7 2	496333	144505
GU7 3	497576	145162
GU7 9	497417	143948
GU7	497104	144303
GU8 4	497494	137144
GU8 5	494520	140527
GU8 6	491479	142810
GU8	494954	139775
GU9 0	483932	148897
GU9 1	483795	146834
GU9 7	483806	146839
GU9 8	484142	145824
GU9 9	485462	148481
GU9	484285	147333
GU95 1	486282	159303
GU95	486282	159303
GU	489610	147774
HA0 1	518268	183665
HA0 2	516950	185468
HA0 3	517095	186122
HA0 4	518136	184473
HA0 9	517464	184946
HA0	517570	184975
HA1 1	515272	188656
HA1 2	515827	188525
HA1 3	515403	186943
HA1 4	514558	188562
HA1 9	515808	188713
HA1	515283	188132
HA2 0	514225	186995
HA2 2	515821	188697
HA2 6	514082	189478
HA2 7	513514	188251
HA2 8	513872	186319
HA2 9	513003	186878
HA2	513817	187438
HA3 0	517571	188277
HA3 3	515821	188697
HA3 5	515006	190079
HA3 6	514848	191135
HA3 7	515711	190183
HA3 8	516701	189251
HA3 9	518153	188959
HA3	516368	189593
HA4 0	511331	186039
HA4 4	510122	187381
HA4 6	510258	185910
HA4 7	508773	187813
HA4 8	510100	187662
HA4 9	511096	187006
HA4	510238	186937
HA5 1	511750	188466
HA5 2	510702	189165
HA5 3	511662	190201
HA5 4	512725	191218
HA5 5	512675	188802
HA5 9	511953	189702
HA5	511891	189687
HA6 1	509930	190704
HA6 2	508567	191750
HA6 3	509785	192053
HA6 9	509824	190617
HA6	509348	191476
HA7 1	518030	190374
HA7 2	517059	190812
HA7 3	516225	192169
HA7 4	517386	192356
HA7 9	518142	190895
HA7	517148	191573
HA8 0	520477	191022
HA8 4	519342	191905
HA8 5	519540	190502
HA8 6	518703	191128
HA8 7	519121	191941
HA8 8	519427	192992
HA8 9	520202	191994
HA8	519608	191696
HA9 0	519476	185897
HA9 1	517648	185089
HA9 6	519401	184928
HA9 7	518135	185716
HA9 8	518289	186521
HA9 9	519465	186790
HA9	518856	186038
HA	515145	188873
HD1 1	414543	416870
HD1 2	414433	416556
HD1 3	413962	415785
HD1 4	413201	416735
HD1 5	413972	417365
HD1 6	414738	417616
HD1 9	414541	416888
HD1	414092	416765
HD2 1	415953	419542
HD2 2	413758	418775
HD2	414870	419163
HD3 3	411060	418100
HD3 4	411417	416652
HD3	411226	417425
HD4 5	412231	415321
HD4 6	415029	414343
HD4 7	412938	413542
HD4	413450	414431
HD5 0	417978	418012
HD5 8	416622	415829
HD5 9	416273	416968
HD5	416849	416802
HD6 1	414790	422800
HD6 2	413878	423816
HD6 3	414022	421726
HD6 4	415177	423987
HD6	414355	422904
HD7 4	409608	415869
HD7 5	408627	414094
HD7 6	405089	411732
HD7	408172	414158
HD8 0	419163	414135
HD8 1	424664	410085
HD8 8	421243	409378
HD8 9	424391	411171
HD8	421614	411497
HD9 1	415394	407872
HD9 2	413333	406964
HD9 3	413664	408911
HD9 4	410438	410383
HD9 5	409641	410901
HD9 6	413860	411723
HD9 7	415841	409130
HD9 9	414212	408241
HD9	413601	409254
HD	414527	415305
HG1 1	430358	455309
HG1 2	429773	455909
HG1 3	430287	457203
HG1 4	431496	456432
HG1 5	430693	455717
HG1 9	430976	456132
HG1	430613	456117
HG2 0	429574	454572
HG2 7	432694	455569
HG2 8	431273	454280
HG2 9	430052	453519
HG2	431043	454590
HG3 1	430615	452214
HG3 2	425977	457550
HG3 3	428944	463004
HG3 4	418967	462059
HG3 5	415297	466581
HG3	425093	459498
HG4 1	431393	471089
HG4 2	430546	471054
HG4 3	425284	472546
HG4 4	420974	481728
HG4 5	432273	474588
HG4 9	431300	471393
HG4	428367	473514
HG5 0	436093	457792
HG5 8	435649	456422
HG5 9	434501	458926
HG5	435579	457610
HG	429444	460703
HP1 1	504995	206854
HP1 2	503556	207099
HP1 3	504281	208429
HP1 9	505725	206639
HP1	504476	207342
HP10 0	491100	188874
HP10 8	489698	193831
HP10 9	489516	190270
HP10	490063	190824
HP11 1	487813	191882
HP11 2	485944	193054
HP11 9	486734	192832
HP11	486934	192472
HP12 3	484945	192820
HP12 4	484119	192372
HP12	484532	192596
HP13 5	485838	194302
HP13 6	487312	193455
HP13 7	488634	192876
HP13	487250	193554
HP14 3	478931	194009
HP14 4	483154	197187
HP14	480717	195353
HP15 6	488922	196762
HP15 7	489182	195416
HP15	489051	196092
HP16 0	488622	200417
HP16 6	489387	201355
HP16 9	488611	202060
HP16	488623	201177
HP17 0	483688	206928
HP17 8	476456	209707
HP17 9	481091	206381
HP17	477544	209230
HP18 0	472223	216030
HP18 9	466809	211041
HP18	469381	213411
HP19 0	482437	215398
HP19 7	480214	213668
HP19 8	480576	214211
HP19 9	481014	214984
HP19	480869	214494
HP2 4	507218	207137
HP2 5	506275	208028
HP2 6	506151	210090
HP2 7	507588	209098
HP2	506841	208348
HP20 1	482850	213959
HP20 2	482132	214363
HP20 9	482189	213819
HP20	482461	214106
HP21 7	483024	213133
HP21 8	481579	212658
HP21 9	482711	211965
HP21	482421	212602
HP22 4	480879	219626
HP22 5	486115	211566
HP22 6	486797	207996
HP22 9	484817	209530
HP22	484829	212690
HP23 4	491347	212710
HP23 5	493215	212035
HP23 6	492620	209729
HP23 9	491925	211238
HP23	492377	211586
HP27 0	481801	202137
HP27 7	480745	203248
HP27 9	479822	203751
HP27	480781	202973
HP3 0	502603	204024
HP3 8	507721	206002
HP3 9	506212	205683
HP3	505675	205323
HP4 1	498769	210161
HP4 2	499999	207878
HP4 3	497968	208130
HP4 9	498847	208024
HP4	498848	208614
HP5 1	496729	201262
HP5 2	495207	203106
HP5 3	496928	203138
HP5	496179	202496
HP6 5	495861	198979
HP6 6	497935	198449
HP6 9	496401	198336
HP6	496893	198660
HP7 0	494862	196725
HP7 9	497785	197591
HP7	496242	197134
HP8 4	498951	194399
HP8	498951	194399
HP9 1	493441	190746
HP9 2	494943	191374
HP9	494192	191060
HP	490773	203494
HR1 1	352328	240492
HR1 2	351507	239901
HR1 3	355007	246430
HR1 4	358196	236988
HR1 9	351858	240147
HR1	354010	240849
HR2 0	335892	231919
HR2 6	352383	236813
HR2 7	349919	238460
HR2 8	349374	228553
HR2 9	343021	237173
HR2	346216	234916
HR3 5	321790	242053
HR3 6	330948	247779
HR3	325736	244521
HR4 0	349593	240500
HR4 7	344280	243563
HR4 8	344756	249720
HR4 9	350331	241117
HR4	347342	243725
HR5 3	329128	255821
HR5	329128	255821
HR6 0	351270	259366
HR6 6	350038	258114
HR6 8	349323	258894
HR6 9	341651	260916
HR6	347339	259702
HR7 4	364368	254395
HR7 9	365214	255102
HR7	364386	254410
HR8 1	371218	239534
HR8 2	368388	237956
HR8 9	370993	237860
HR8	369572	238588
HR9 5	360311	222762
HR9 6	355649	221861
HR9 7	362524	224890
HR9 9	360777	223871
HR9	360065	223450
HR	350495	241332
HS1 2	142757	933226
HS1 9	142807	932745
HS1	142757	933223
HS2 0	147025	941773
HS2 9	125101	931361
HS2	138039	937505
HS3 3	113569	898837
HS3	113569	898837
HS4 3	121632	896489
HS4	121632	896489
HS5 3	102181	886101
HS5	102181	886101
HS6 5	83540	869285
HS6	83540	869285
HS7 5	79823	852096
HS7	79823	852096
HS8 5	77545	828747
HS8	77545	828747
HS9 5	67582	800111
HS9	67582	800111
HS	121436	907269
HU1 1	510116	428660
HU1 2	509590	428515
HU1 3	509640	428909
HU1 4	510279	428262
HU1	509763	428682
HU10 6	503293	429683
HU10 7	502441	428954
HU10 9	503746	426058
HU10	502890	429313
HU11 4	518320	435699
HU11 5	514757	442306
HU11	516996	438154
HU12 0	531497	423732
HU12 8	518644	428800
HU12 9	522565	427297
HU12	523450	426919
HU13 0	502891	426369
HU13 3	503746	426058
HU13 9	503764	426769
HU13	503270	426533
HU14 3	499135	426785
HU14 9	503746	426058
HU14	499224	426771
HU15 1	494326	427291
HU15 2	488002	430414
HU15	491185	428842
HU16 4	505052	432922
HU16 5	503457	432769
HU16 9	504565	432754
HU16	504117	432832
HU17 0	504583	439302
HU17 5	510846	445039
HU17 6	504324	439468
HU17 7	501435	441639
HU17 8	502217	438621
HU17 9	504253	440529
HU17	503585	440122
HU18 1	520386	447513
HU18	520386	447513
HU19 2	534328	427139
HU19	534328	427139
HU2 0	509792	429903
HU2 8	509444	429207
HU2 9	509276	429700
HU2	509529	429516
HU20 3	498370	433458
HU20	498370	433458
HU3 1	508667	429564
HU3 2	508528	428401
HU3 3	507786	428092
HU3 4	507735	427473
HU3 5	507052	428072
HU3 6	506995	428825
HU3	507819	428566
HU4 6	505857	427858
HU4 7	504805	427770
HU4	505396	427819
HU5 1	508962	430899
HU5 2	508240	430907
HU5 3	507751	430117
HU5 4	506549	430968
HU5 5	505404	429977
HU5 9	506903	430092
HU5	507127	430499
HU6 0	507297	435197
HU6 7	508370	432580
HU6 8	506817	432442
HU6 9	507090	433378
HU6	507445	432854
HU7 0	510228	432083
HU7 3	509143	434859
HU7 4	510804	433586
HU7 5	509831	436052
HU7 6	510315	433031
HU7 9	509295	432522
HU7	510297	433859
HU8 0	512253	432044
HU8 7	510648	429842
HU8 8	511080	430701
HU8 9	513271	432654
HU8	512146	431658
HU9 1	511033	429067
HU9 2	511759	429891
HU9 3	512704	430607
HU9 4	514397	431331
HU9 5	514313	429999
HU9 9	510303	428836
HU9	512844	430186
HU	508776	431686
HX1 1	409363	425196
HX1 2	409118	424637
HX1 3	407977	424462
HX1 4	407726	425331
HX1 5	408538	425317
HX1 9	409466	425335
HX1	408623	424980
HX2 0	406672	426029
HX2 6	403805	425673
HX2 7	406425	425293
HX2 8	406866	428130
HX2 9	407629	429022
HX2	406283	426873
HX3 0	409051	423322
HX3 5	408092	426570
HX3 6	409099	426536
HX3 7	411689	427753
HX3 8	413010	425629
HX3 9	410492	423848
HX3	410320	425597
HX4 0	405696	419667
HX4 8	408897	421269
HX4 9	408130	419278
HX4	407868	420143
HX5 0	410623	420759
HX5 9	411470	421297
HX5	410963	420975
HX6 1	404469	423286
HX6 2	406065	423977
HX6 3	405163	422465
HX6 4	403502	419317
HX6	404915	422302
HX7 5	401057	425424
HX7 6	398523	427077
HX7 7	397952	428127
HX7 8	399656	427823
HX7	399526	426990
HX	406991	424813
IG1 1	544317	186363
IG1 2	544065	185562
IG1 3	542825	187458
IG1 4	543923	187135
IG1 8	543760	186389
IG1 9	543815	186427
IG1	543817	186529
IG10 1	542696	196725
IG10 2	543842	197320
IG10 3	543315	195821
IG10 4	541738	195947
IG10 9	542333	196528
IG10	542966	196435
IG11 0	546283	183016
IG11 1	544930	183801
IG11 7	544631	183677
IG11 8	544281	184452
IG11 9	545653	184550
IG11	545204	183944
IG2 6	543670	188409
IG2 7	545025	188357
IG2	544332	188384
IG3 8	545689	187570
IG3 9	545897	186469
IG3	545798	186995
IG4 5	542293	188677
IG4	542293	188677
IG5 0	543073	189904
IG5	543073	189904
IG6 1	544265	189274
IG6 2	544250	190792
IG6 3	546006	191816
IG6	544679	190574
IG7 4	546053	192408
IG7 5	543981	192225
IG7 6	544913	193409
IG7	544954	192665
IG8 0	540475	192378
IG8 1	540148	191985
IG8 7	541268	191672
IG8 8	542348	191265
IG8 9	539783	191584
IG8	540853	191781
IG9 5	541000	193858
IG9 6	541852	193633
IG9	541270	193787
IG	543670	189623
IP1 1	616130	244366
IP1 2	615513	244763
IP1 3	616061	245065
IP1 4	615309	245751
IP1 5	614005	246127
IP1 6	615039	247176
IP1 9	615857	244124
IP1	615355	245478
IP10 0	624347	240684
IP10	624347	240684
IP11 0	627958	236873
IP11 2	629147	234366
IP11 3	628492	233622
IP11 4	627684	234520
IP11 7	630390	234774
IP11 9	630620	235711
IP11	629611	235131
IP12 1	627632	249929
IP12 2	636602	252832
IP12 3	634144	245895
IP12 4	626301	247750
IP12 9	627490	249189
IP12	630883	249261
IP13 0	630386	256419
IP13 6	624383	251184
IP13 7	623931	262756
IP13 8	629188	269493
IP13 9	628430	262871
IP13	627033	259480
IP14 1	604441	258836
IP14 2	604486	256278
IP14 3	601836	260407
IP14 4	605910	264878
IP14 5	609337	261656
IP14 6	617232	261650
IP14	607326	260797
IP15 5	646019	257079
IP15	646019	257079
IP16 4	644997	262296
IP16 9	644587	262452
IP16	644994	262297
IP17 1	639223	261411
IP17 2	636120	266297
IP17 3	642364	269379
IP17	639220	264912
IP18 6	650197	276594
IP18	650197	276594
IP19 0	634154	277508
IP19 1	638642	277729
IP19 8	639169	277997
IP19 9	641678	275125
IP19	638076	277138
IP2 0	614305	243815
IP2 8	616153	243176
IP2 9	614654	242706
IP2	614991	243189
IP20 0	628136	284295
IP20 9	624351	283591
IP20	625852	283870
IP21 4	617829	281859
IP21 5	623230	275778
IP21	620351	279020
IP22 1	605717	276730
IP22 2	603913	281404
IP22 4	611890	279888
IP22 5	611941	282216
IP22	607813	279693
IP23 7	614908	271911
IP23 8	610075	272906
IP23 9	611730	279952
IP23	612866	272380
IP24 1	588559	286508
IP24 2	588081	282457
IP24 3	585869	282180
IP24	587594	283733
IP25 6	591913	300165
IP25 7	592644	304892
IP25	592213	302105
IP26 4	572199	291242
IP26 5	578888	295689
IP26	574888	293029
IP27 0	578369	286623
IP27 9	572058	281525
IP27	575574	284365
IP28 6	579084	269494
IP28 7	571312	275105
IP28 8	569152	274735
IP28 9	571540	275131
IP28	572833	273233
IP29 4	583698	254921
IP29 5	579851	261707
IP29	581908	258079
IP3 0	617749	242755
IP3 8	619008	243543
IP3 9	618921	242519
IP3	618609	242950
IP30 0	592225	257675
IP30 9	595687	262802
IP30	594169	260554
IP31 1	590312	272869
IP31 2	592524	269647
IP31 3	595719	267179
IP31	593037	269663
IP32 6	584487	265802
IP32 7	587208	264497
IP32	585666	265236
IP33 1	585436	264397
IP33 2	585264	263141
IP33 3	584186	264217
IP33 9	585148	264226
IP33	584896	263949
IP4 1	616824	244317
IP4 2	616984	245005
IP4 3	618561	246079
IP4 4	618140	245277
IP4 5	619200	244498
IP4	618076	244983
IP5 1	621026	245357
IP5 2	622529	245342
IP5 3	624110	245290
IP5	622384	245335
IP6 0	613497	250559
IP6 8	608983	254827
IP6 9	617315	252378
IP6	613075	252747
IP7 5	603179	241546
IP7 6	602389	244517
IP7 7	599938	250031
IP7 9	602396	242789
IP7	601910	245088
IP8 3	611734	242887
IP8 4	610616	247661
IP8	611240	244995
IP9 1	621435	236179
IP9 2	612907	237638
IP9	616200	237075
IP98 1	611730	279952
IP98 6	612431	279936
IP98 9	611730	279952
IP98	611886	279948
IP	610866	260344
IV1 1	266698	845699
IV1 3	264479	848793
IV1 9	266345	845047
IV1	266285	845833
IV10 8	272908	856985
IV10	272908	856985
IV11 8	278500	867082
IV11	278500	867082
IV12 4	288035	856461
IV12 5	289035	854197
IV12	288548	855299
IV13 7	278415	829822
IV13	278415	829822
IV14 9	247607	857888
IV14	247607	857888
IV15 9	254778	859171
IV15	254778	859171
IV16 9	260497	866103
IV16	260497	866103
IV17 0	265339	869960
IV17	265339	869960
IV18 0	271682	870118
IV18 9	270727	868601
IV18	271677	870111
IV19 1	277512	881241
IV19 9	278131	882036
IV19	277515	881245
IV2 3	267679	844784
IV2 4	266642	843300
IV2 5	271957	844778
IV2 6	262938	834648
IV2 7	273750	848708
IV2	268733	844029
IV20 1	286889	879182
IV20	286889	879182
IV21 2	178479	876553
IV21	178479	876553
IV22 2	190789	877785
IV22	190789	877785
IV23 2	221473	879199
IV23	221473	879199
IV24 3	260450	891570
IV24	260450	891570
IV25 3	278958	890738
IV25	278958	890738
IV26 2	211075	897301
IV26	211075	897301
IV27 4	235721	935686
IV27 9	258418	906365
IV27	235840	935531
IV28 3	272529	904330
IV28	272529	904330
IV3 5	265931	844964
IV3 8	264886	845390
IV3	265371	845192
IV30 1	321543	862637
IV30 4	321772	863787
IV30 5	314700	868524
IV30 6	322185	861814
IV30 8	323403	861043
IV30 9	321636	862790
IV30	320888	863403
IV31 6	323189	870424
IV31	323189	870424
IV32 7	334016	860648
IV32	334016	860648
IV36 1	303562	858719
IV36 2	303995	857012
IV36 3	305485	861942
IV36	304107	858937
IV4 7	248489	842860
IV4	248489	842860
IV40 8	180172	826275
IV40	180172	826275
IV41 8	175053	826548
IV41	175053	826548
IV42 8	168918	822974
IV42	168918	822974
IV43 8	169645	813614
IV43	169645	813614
IV44 8	165009	808944
IV44	165009	808944
IV45 8	162651	803365
IV45	162651	803365
IV46 8	158900	809342
IV46	158900	809342
IV47 8	138413	831075
IV47	138413	831075
IV48 8	152580	832194
IV48	152580	832194
IV49 9	161913	822143
IV49	161913	822143
IV5 7	255430	844537
IV5	255430	844537
IV51 9	145704	850645
IV51	145704	850645
IV52 8	180290	833266
IV52	180290	833266
IV53 8	186214	833763
IV53	186214	833763
IV54 8	182883	843727
IV54	182883	843727
IV55 8	123598	850076
IV55	123598	850076
IV56 8	133144	839812
IV56	133144	839812
IV6 7	252853	850976
IV6	252853	850976
IV63 6	249905	829146
IV63 7	236584	815567
IV63	247066	826252
IV7 8	257481	857428
IV7	257481	857428
IV8 8	264505	853801
IV8	264505	853801
IV9 8	269787	855304
IV9	269787	855304
IV99 1	266758	845637
IV99	266758	845637
IV	268562	858872
KA1 1	242395	637367
KA1 2	241960	637940
KA1 3	243362	636545
KA1 4	242691	635799
KA1 5	243165	634375
KA1 9	243474	637116
KA1	242808	636371
KA10 6	232551	631528
KA10 7	233784	631772
KA10 9	232157	631047
KA10	232994	631611
KA11 1	234330	639614
KA11 2	234449	640916
KA11 3	236845	638748
KA11 4	234888	638057
KA11 5	234093	636349
KA11	234653	639157
KA12 0	232607	639263
KA12 2	231767	638827
KA12 8	231803	638799
KA12 9	232406	640377
KA12	232272	639390
KA13 6	229565	643327
KA13 7	231084	643818
KA13 9	230187	643289
KA13	230214	643535
KA14 3	232255	652870
KA14	232255	652870
KA15 1	235226	653077
KA15 2	235235	654365
KA15	235230	653660
KA16 9	253420	637335
KA16	253420	637335
KA17 0	256573	637582
KA17	256573	637582
KA18 1	256990	620016
KA18 2	253200	621378
KA18 3	262363	622559
KA18 4	261568	613403
KA18 9	256733	620176
KA18	258311	619744
KA19 7	232612	608166
KA19 8	228477	610254
KA19	230908	609027
KA2 0	239642	637965
KA2 9	236873	634783
KA2	238417	636557
KA20 3	226808	641678
KA20 4	227134	642637
KA20 9	224551	641333
KA20	226931	642063
KA21 5	224767	641695
KA21 6	224971	642893
KA21 9	224551	641333
KA21	224856	642224
KA22 7	223575	643642
KA22 8	223153	642738
KA22 9	224551	641333
KA22	223372	643180
KA23 9	220549	648058
KA23	220549	648058
KA24 4	230125	649176
KA24 5	228745	650003
KA24 9	229223	649350
KA24	229462	649572
KA25 6	231236	653802
KA25 7	231485	654935
KA25 9	229223	649350
KA25	231352	654351
KA26 0	217574	590102
KA26 9	221898	600354
KA26	219752	595266
KA27 8	199863	631777
KA27	199863	631777
KA28 0	216558	655110
KA28	216558	655110
KA29 0	220994	655144
KA29	220994	655144
KA3 1	242822	639148
KA3 2	241875	640740
KA3 3	241067	645858
KA3 4	241184	650094
KA3 5	242430	646256
KA3 6	245743	641351
KA3 7	244108	638497
KA3	242984	641854
KA30 8	220435	659785
KA30 9	220851	659585
KA30	220598	659707
